# ros_time(s)          x(m)      y(m)      yaw(rad)  delta_t(ms)
          497.488690     1.954  -114.860    1.5713       50.00
          497.538690     1.954  -114.860    1.5713       50.00
          497.588690     1.954  -114.860    1.5713       50.00
          497.638690     1.954  -114.860    1.5713       50.00
          497.688690     1.954  -114.860    1.5713       50.00
          497.738690     1.954  -114.860    1.5713       50.00
          497.788690     1.954  -114.860    1.5713       50.00
          497.838690     1.954  -114.860    1.5713       50.00
          497.888690     1.954  -114.860    1.5713       50.00
          497.938690     1.954  -114.860    1.5713       50.00
          497.988690     1.954  -114.860    1.5713       50.00
          498.038690     1.954  -114.860    1.5713       50.00
          498.088690     1.954  -114.860    1.5713       50.00
          498.138690     1.954  -114.860    1.5713       50.00
          498.188690     1.954  -114.860    1.5713       50.00
          498.238690     1.954  -114.860    1.5713       50.00
          498.288690     1.954  -114.860    1.5713       50.00
          498.338690     1.954  -114.860    1.5713       50.00
          498.388690     1.954  -114.860    1.5713       50.00
          498.438690     1.954  -114.860    1.5713       50.00
          498.488690     1.954  -114.860    1.5713       50.00
          498.538690     1.954  -114.860    1.5713       50.00
          498.588690     1.954  -114.860    1.5713       50.00
          498.638690     1.954  -114.860    1.5713       50.00
          498.688690     1.954  -114.860    1.5713       50.00
          498.738690     1.954  -114.860    1.5713       50.00
          498.788690     1.954  -114.860    1.5713       50.00
          498.838690     1.954  -114.860    1.5713       50.00
          498.888690     1.954  -114.860    1.5713       50.00
          498.938690     1.954  -114.860    1.5713       50.00
          498.988690     1.954  -114.860    1.5713       50.00
          499.038690     1.954  -114.860    1.5713       50.00
          499.088690     1.954  -114.860    1.5713       50.00
          499.138690     1.954  -114.860    1.5713       50.00
          499.188690     1.954  -114.860    1.5713       50.00
          499.238690     1.954  -114.860    1.5713       50.00
          499.288690     1.954  -114.860    1.5713       50.00
          499.338690     1.954  -114.860    1.5713       50.00
          499.388690     1.954  -114.860    1.5713       50.00
          499.438690     1.954  -114.860    1.5713       50.00
          499.488690     1.954  -114.860    1.5713       50.00
          499.538690     1.954  -114.860    1.5713       50.00
          499.588690     1.954  -114.860    1.5713       50.00
          499.638690     1.954  -114.860    1.5713       50.00
          499.688690     1.954  -114.860    1.5713       50.00
          499.738690     1.954  -114.860    1.5713       50.00
          499.788690     1.954  -114.860    1.5713       50.00
          499.838690     1.954  -114.860    1.5713       50.00
          499.888690     1.954  -114.860    1.5713       50.00
          499.938690     1.954  -114.860    1.5713       50.00
          499.988690     1.954  -114.860    1.5713       50.00
          500.038690     1.954  -114.860    1.5713       50.00
          500.088690     1.954  -114.860    1.5713       50.00
          500.138690     1.954  -114.860    1.5713       50.00
          500.188690     1.954  -114.860    1.5713       50.00
          500.238690     1.954  -114.860    1.5713       50.00
          500.288690     1.954  -114.860    1.5713       50.00
          500.338690     1.954  -114.860    1.5713       50.00
          500.388690     1.954  -114.860    1.5713       50.00
          500.438690     1.954  -114.860    1.5713       50.00
          500.488690     1.954  -114.860    1.5713       50.00
          500.538690     1.954  -114.860    1.5713       50.00
          500.588690     1.954  -114.860    1.5713       50.00
          500.638690     1.954  -114.860    1.5713       50.00
          500.688690     1.954  -114.860    1.5713       50.00
          500.738690     1.954  -114.860    1.5713       50.00
          500.788690     1.954  -114.860    1.5713       50.00
          500.838690     1.954  -114.860    1.5713       50.00
          500.888690     1.954  -114.860    1.5713       50.00
          500.938690     1.954  -114.860    1.5713       50.00
          500.988690     1.954  -114.860    1.5713       50.00
          501.038690     1.954  -114.860    1.5713       50.00
          501.088690     1.954  -114.860    1.5713       50.00
          501.138690     1.954  -114.860    1.5713       50.00
          501.188690     1.954  -114.860    1.5713       50.00
          501.238690     1.954  -114.860    1.5713       50.00
          501.288690     1.954  -114.860    1.5713       50.00
          501.338690     1.954  -114.860    1.5713       50.00
          501.388690     1.954  -114.860    1.5713       50.00
          501.438690     1.954  -114.860    1.5713       50.00
          501.488690     1.954  -114.860    1.5713       50.00
          501.538690     1.954  -114.860    1.5713       50.00
          501.588690     1.954  -114.860    1.5713       50.00
          501.638690     1.954  -114.860    1.5713       50.00
          501.688690     1.954  -114.860    1.5713       50.00
          501.738690     1.954  -114.860    1.5713       50.00
          501.788690     1.954  -114.860    1.5713       50.00
          501.838690     1.954  -114.860    1.5713       50.00
          501.888690     1.954  -114.860    1.5713       50.00
          501.938690     1.954  -114.860    1.5713       50.00
          501.988690     1.954  -114.860    1.5713       50.00
          502.038690     1.954  -114.860    1.5713       50.00
          502.088690     1.954  -114.860    1.5713       50.00
          502.138690     1.954  -114.860    1.5713       50.00
          502.188690     1.954  -114.860    1.5713       50.00
          502.238690     1.954  -114.860    1.5713       50.00
          502.288690     1.954  -114.860    1.5713       50.00
          502.338690     1.954  -114.860    1.5713       50.00
          502.388690     1.954  -114.860    1.5713       50.00
          502.438690     1.954  -114.860    1.5713       50.00
          502.488690     1.954  -114.860    1.5713       50.00
          502.538690     1.954  -114.860    1.5713       50.00
          502.588690     1.954  -114.860    1.5713       50.00
          502.638690     1.954  -114.860    1.5713       50.00
          502.688690     1.954  -114.860    1.5713       50.00
          502.738690     1.954  -114.860    1.5713       50.00
          502.788690     1.954  -114.860    1.5713       50.00
          502.838690     1.954  -114.860    1.5713       50.00
          502.888690     1.954  -114.860    1.5713       50.00
          502.938690     1.954  -114.860    1.5713       50.00
          502.988690     1.954  -114.860    1.5713       50.00
          503.038690     1.954  -114.860    1.5713       50.00
          503.088690     1.954  -114.860    1.5713       50.00
          503.138690     1.954  -114.860    1.5713       50.00
          503.188690     1.954  -114.860    1.5713       50.00
          503.238690     1.954  -114.860    1.5713       50.00
          503.288690     1.954  -114.860    1.5713       50.00
          503.338690     1.954  -114.860    1.5713       50.00
          503.388690     1.954  -114.860    1.5713       50.00
          503.438690     1.954  -114.860    1.5713       50.00
          503.488690     1.954  -114.860    1.5713       50.00
          503.538690     1.954  -114.860    1.5713       50.00
          503.588690     1.954  -114.860    1.5713       50.00
          503.638690     1.954  -114.860    1.5713       50.00
          503.688690     1.954  -114.860    1.5713       50.00
          503.738690     1.954  -114.860    1.5713       50.00
          503.788690     1.954  -114.860    1.5713       50.00
          503.838690     1.954  -114.860    1.5713       50.00
          503.888690     1.954  -114.860    1.5713       50.00
          503.938690     1.954  -114.860    1.5713       50.00
          503.988690     1.954  -114.860    1.5713       50.00
          504.038690     1.954  -114.860    1.5713       50.00
          504.088690     1.954  -114.860    1.5713       50.00
          504.138690     1.954  -114.860    1.5713       50.00
          504.188690     1.954  -114.860    1.5713       50.00
          504.238690     1.954  -114.860    1.5713       50.00
          504.288690     1.954  -114.860    1.5713       50.00
          504.338690     1.954  -114.860    1.5713       50.00
          504.388690     1.954  -114.860    1.5713       50.00
          504.438690     1.954  -114.860    1.5713       50.00
          504.488690     1.954  -114.860    1.5713       50.00
          504.538690     1.954  -114.860    1.5713       50.00
          504.588690     1.954  -114.860    1.5713       50.00
          504.638690     1.954  -114.860    1.5713       50.00
          504.688690     1.954  -114.860    1.5713       50.00
          504.738690     1.954  -114.860    1.5713       50.00
          504.788690     1.954  -114.860    1.5713       50.00
          504.838690     1.954  -114.860    1.5713       50.00
          504.888690     1.954  -114.860    1.5713       50.00
          504.938690     1.954  -114.860    1.5713       50.00
          504.988690     1.954  -114.860    1.5713       50.00
          505.038690     1.954  -114.860    1.5713       50.00
          505.088690     1.954  -114.860    1.5713       50.00
          505.138690     1.954  -114.860    1.5713       50.00
          505.188690     1.954  -114.860    1.5713       50.00
          505.238690     1.954  -114.860    1.5713       50.00
          505.288690     1.954  -114.860    1.5713       50.00
          505.338690     1.954  -114.860    1.5713       50.00
          505.388690     1.954  -114.860    1.5713       50.00
          505.438690     1.954  -114.860    1.5713       50.00
          505.488690     1.954  -114.860    1.5713       50.00
          505.538690     1.954  -114.860    1.5713       50.00
          505.588690     1.954  -114.860    1.5713       50.00
          505.638690     1.954  -114.860    1.5713       50.00
          505.688690     1.954  -114.860    1.5713       50.00
          505.738690     1.954  -114.860    1.5713       50.00
          505.788690     1.954  -114.860    1.5713       50.00
          505.838690     1.954  -114.860    1.5713       50.00
          505.888690     1.954  -114.860    1.5713       50.00
          505.938690     1.954  -114.860    1.5713       50.00
          505.988690     1.954  -114.860    1.5713       50.00
          506.038690     1.954  -114.860    1.5713       50.00
          506.088690     1.954  -114.860    1.5713       50.00
          506.138690     1.954  -114.860    1.5713       50.00
          506.188690     1.954  -114.860    1.5713       50.00
          506.238690     1.954  -114.860    1.5713       50.00
          506.288690     1.954  -114.860    1.5713       50.00
          506.338690     1.954  -114.860    1.5713       50.00
          506.388690     1.954  -114.860    1.5713       50.00
          506.438690     1.954  -114.860    1.5713       50.00
          506.488690     1.954  -114.860    1.5713       50.00
          506.538690     1.954  -114.860    1.5713       50.00
          506.588690     1.954  -114.860    1.5713       50.00
          506.638690     1.954  -114.860    1.5713       50.00
          506.688690     1.954  -114.860    1.5713       50.00
          506.738690     1.954  -114.860    1.5713       50.00
          506.788690     1.954  -114.860    1.5713       50.00
          506.838690     1.954  -114.860    1.5713       50.00
          506.888690     1.954  -114.860    1.5713       50.00
          506.938690     1.954  -114.860    1.5713       50.00
          506.988690     1.954  -114.860    1.5713       50.00
          507.038690     1.954  -114.860    1.5713       50.00
          507.088690     1.954  -114.860    1.5713       50.00
          507.138690     1.954  -114.860    1.5713       50.00
          507.188690     1.954  -114.860    1.5713       50.00
          507.238690     1.954  -114.860    1.5713       50.00
          507.288690     1.954  -114.860    1.5713       50.00
          507.338690     1.954  -114.860    1.5713       50.00
          507.388690     1.954  -114.860    1.5713       50.00
          507.438690     1.954  -114.860    1.5713       50.00
          507.488690     1.954  -114.860    1.5713       50.00
          507.538690     1.954  -114.860    1.5713       50.00
          507.588690     1.954  -114.860    1.5713       50.00
          507.638690     1.954  -114.860    1.5713       50.00
          507.688690     1.954  -114.860    1.5713       50.00
          507.738690     1.954  -114.860    1.5713       50.00
          507.788690     1.954  -114.860    1.5713       50.00
          507.838690     1.954  -114.860    1.5713       50.00
          507.888690     1.954  -114.860    1.5713       50.00
          507.938690     1.954  -114.860    1.5713       50.00
          507.988690     1.954  -114.860    1.5713       50.00
          508.038690     1.954  -114.860    1.5713       50.00
          508.088690     1.954  -114.860    1.5713       50.00
          508.138690     1.954  -114.860    1.5713       50.00
          508.188690     1.954  -114.860    1.5713       50.00
          508.238690     1.954  -114.860    1.5713       50.00
          508.288690     1.954  -114.860    1.5713       50.00
          508.338690     1.954  -114.860    1.5713       50.00
          508.388690     1.954  -114.860    1.5713       50.00
          508.438690     1.954  -114.860    1.5713       50.00
          508.488690     1.954  -114.860    1.5713       50.00
          508.538690     1.954  -114.860    1.5713       50.00
          508.588690     1.954  -114.860    1.5713       50.00
          508.638690     1.954  -114.860    1.5713       50.00
          508.688690     1.954  -114.860    1.5713       50.00
          508.738690     1.954  -114.860    1.5713       50.00
          508.788690     1.954  -114.860    1.5713       50.00
          508.838690     1.954  -114.860    1.5713       50.00
          508.888690     1.954  -114.860    1.5713       50.00
          508.938690     1.954  -114.860    1.5713       50.00
          508.988690     1.954  -114.860    1.5713       50.00
          509.038690     1.954  -114.860    1.5713       50.00
          509.088690     1.954  -114.860    1.5713       50.00
          509.138690     1.954  -114.860    1.5713       50.00
          509.188690     1.954  -114.860    1.5713       50.00
          509.238690     1.954  -114.860    1.5713       50.00
          509.288690     1.954  -114.860    1.5713       50.00
          509.338690     1.954  -114.860    1.5713       50.00
          509.388690     1.954  -114.860    1.5713       50.00
          509.438690     1.954  -114.860    1.5713       50.00
          509.488690     1.954  -114.860    1.5713       50.00
          509.538690     1.954  -114.860    1.5713       50.00
          509.588690     1.954  -114.860    1.5713       50.00
          509.638690     1.954  -114.860    1.5713       50.00
          509.688690     1.954  -114.860    1.5713       50.00
          509.738690     1.954  -114.860    1.5713       50.00
          509.788690     1.954  -114.860    1.5713       50.00
          509.838690     1.954  -114.860    1.5713       50.00
          509.888690     1.954  -114.860    1.5713       50.00
          509.938690     1.954  -114.860    1.5713       50.00
          509.988690     1.954  -114.860    1.5713       50.00
          510.038690     1.954  -114.860    1.5713       50.00
          510.088690     1.954  -114.860    1.5713       50.00
          510.138690     1.954  -114.860    1.5713       50.00
          510.188690     1.954  -114.860    1.5713       50.00
          510.238690     1.954  -114.860    1.5713       50.00
          510.288690     1.954  -114.860    1.5713       50.00
          510.338690     1.954  -114.860    1.5713       50.00
          510.388690     1.954  -114.860    1.5713       50.00
          510.438690     1.954  -114.860    1.5713       50.00
          510.488690     1.954  -114.860    1.5713       50.00
          510.538690     1.954  -114.860    1.5713       50.00
          510.588690     1.954  -114.860    1.5713       50.00
          510.638690     1.954  -114.860    1.5713       50.00
          510.688690     1.954  -114.860    1.5713       50.00
          510.738690     1.954  -114.860    1.5713       50.00
          510.788690     1.954  -114.860    1.5713       50.00
          510.838690     1.954  -114.860    1.5713       50.00
          510.888690     1.954  -114.860    1.5713       50.00
          510.938690     1.954  -114.860    1.5713       50.00
          510.988690     1.954  -114.860    1.5713       50.00
          511.038690     1.954  -114.860    1.5713       50.00
          511.088690     1.954  -114.860    1.5713       50.00
          511.138690     1.954  -114.860    1.5713       50.00
          511.188690     1.954  -114.860    1.5713       50.00
          511.238690     1.954  -114.860    1.5713       50.00
          511.288690     1.954  -114.860    1.5713       50.00
          511.338690     1.954  -114.860    1.5713       50.00
          511.388690     1.954  -114.860    1.5713       50.00
          511.438690     1.954  -114.860    1.5713       50.00
          511.488690     1.954  -114.860    1.5713       50.00
          511.538690     1.954  -114.860    1.5713       50.00
          511.588690     1.954  -114.860    1.5713       50.00
          511.638690     1.954  -114.860    1.5713       50.00
          511.688690     1.954  -114.860    1.5713       50.00
          511.738690     1.954  -114.860    1.5713       50.00
          511.788690     1.954  -114.860    1.5713       50.00
          511.838690     1.954  -114.860    1.5713       50.00
          511.888690     1.954  -114.860    1.5713       50.00
          511.938690     1.954  -114.860    1.5713       50.00
          511.988690     1.954  -114.860    1.5713       50.00
          512.038690     1.954  -114.860    1.5713       50.00
          512.088690     1.954  -114.860    1.5713       50.00
          512.138690     1.954  -114.860    1.5713       50.00
          512.188690     1.954  -114.860    1.5713       50.00
          512.238690     1.954  -114.860    1.5713       50.00
          512.288690     1.954  -114.860    1.5713       50.00
          512.338690     1.954  -114.860    1.5713       50.00
          512.388690     1.954  -114.860    1.5713       50.00
          512.438690     1.954  -114.860    1.5713       50.00
          512.488690     1.954  -114.860    1.5713       50.00
          512.538690     1.954  -114.860    1.5713       50.00
          512.588690     1.954  -114.860    1.5713       50.00
          512.638690     1.954  -114.860    1.5713       50.00
          512.688690     1.954  -114.860    1.5713       50.00
          512.738690     1.954  -114.860    1.5713       50.00
          512.788690     1.954  -114.860    1.5713       50.00
          512.838690     1.954  -114.860    1.5713       50.00
          512.888690     1.954  -114.860    1.5713       50.00
          512.938690     1.954  -114.860    1.5713       50.00
          512.988690     1.954  -114.860    1.5713       50.00
          513.038690     1.954  -114.860    1.5713       50.00
          513.088690     1.954  -114.860    1.5713       50.00
          513.138690     1.954  -114.860    1.5713       50.00
          513.188690     1.954  -114.860    1.5713       50.00
          513.238690     1.954  -114.860    1.5713       50.00
          513.288690     1.954  -114.860    1.5713       50.00
          513.338690     1.954  -114.860    1.5713       50.00
          513.388690     1.954  -114.860    1.5713       50.00
          513.438690     1.954  -114.860    1.5713       50.00
          513.488690     1.954  -114.860    1.5713       50.00
          513.538690     1.954  -114.860    1.5713       50.00
          513.588690     1.954  -114.860    1.5713       50.00
          513.638690     1.954  -114.860    1.5713       50.00
          513.688690     1.954  -114.860    1.5713       50.00
          513.738690     1.954  -114.860    1.5713       50.00
          513.788690     1.954  -114.860    1.5713       50.00
          513.838690     1.954  -114.860    1.5713       50.00
          513.888690     1.954  -114.860    1.5713       50.00
          513.938690     1.954  -114.860    1.5713       50.00
          513.988690     1.954  -114.860    1.5713       50.00
          514.038690     1.954  -114.860    1.5713       50.00
          514.088690     1.954  -114.860    1.5713       50.00
          514.138690     1.954  -114.860    1.5713       50.00
          514.188690     1.954  -114.860    1.5713       50.00
          514.238690     1.954  -114.860    1.5713       50.00
          514.288690     1.954  -114.860    1.5713       50.00
          514.338690     1.954  -114.860    1.5713       50.00
          514.388690     1.954  -114.860    1.5713       50.00
          514.438690     1.954  -114.860    1.5713       50.00
          514.488690     1.954  -114.860    1.5713       50.00
          514.538690     1.954  -114.860    1.5713       50.00
          514.588690     1.954  -114.860    1.5713       50.00
          514.638690     1.954  -114.860    1.5713       50.00
          514.688690     1.954  -114.860    1.5713       50.00
          514.738690     1.954  -114.860    1.5713       50.00
          514.788690     1.954  -114.860    1.5713       50.00
          514.838690     1.954  -114.860    1.5713       50.00
          514.888690     1.954  -114.860    1.5713       50.00
          514.938690     1.954  -114.860    1.5713       50.00
          514.988690     1.954  -114.860    1.5713       50.00
          515.038690     1.954  -114.860    1.5713       50.00
          515.088690     1.954  -114.860    1.5713       50.00
          515.138690     1.954  -114.860    1.5713       50.00
          515.188690     1.954  -114.860    1.5713       50.00
          515.238690     1.954  -114.860    1.5713       50.00
          515.288690     1.954  -114.860    1.5713       50.00
          515.338690     1.954  -114.860    1.5713       50.00
          515.388690     1.954  -114.860    1.5713       50.00
          515.438690     1.954  -114.860    1.5713       50.00
          515.488690     1.954  -114.860    1.5713       50.00
          515.538690     1.954  -114.860    1.5713       50.00
          515.588690     1.954  -114.860    1.5713       50.00
          515.638690     1.954  -114.860    1.5713       50.00
          515.688690     1.954  -114.860    1.5713       50.00
          515.738690     1.954  -114.860    1.5713       50.00
          515.788690     1.954  -114.860    1.5713       50.00
          515.838690     1.954  -114.860    1.5713       50.00
          515.888690     1.954  -114.860    1.5713       50.00
          515.938690     1.954  -114.860    1.5713       50.00
          515.988690     1.954  -114.860    1.5713       50.00
          516.038690     1.954  -114.860    1.5713       50.00
          516.088690     1.954  -114.860    1.5713       50.00
          516.138690     1.954  -114.860    1.5713       50.00
          516.188690     1.954  -114.860    1.5713       50.00
          516.238690     1.954  -114.860    1.5713       50.00
          516.288690     1.954  -114.860    1.5713       50.00
          516.338690     1.954  -114.860    1.5713       50.00
          516.388690     1.954  -114.860    1.5713       50.00
          516.438690     1.954  -114.860    1.5713       50.00
          516.488690     1.954  -114.860    1.5713       50.00
          516.538690     1.954  -114.860    1.5713       50.00
          516.588690     1.954  -114.860    1.5713       50.00
          516.638690     1.954  -114.860    1.5713       50.00
          516.688690     1.954  -114.860    1.5713       50.00
          516.738690     1.954  -114.860    1.5713       50.00
          516.788690     1.954  -114.860    1.5713       50.00
          516.838690     1.954  -114.860    1.5713       50.00
          516.888690     1.954  -114.860    1.5713       50.00
          516.938690     1.954  -114.860    1.5713       50.00
          516.988690     1.954  -114.860    1.5713       50.00
