# ros_time(s)          x(m)      y(m)      yaw(rad)  delta_t(ms)
          451.938689     2.015  -282.719    1.5704       50.00
          451.988689     2.015  -282.719    1.5704       50.00
          452.038689     2.015  -282.719    1.5704       50.00
          452.088689     2.015  -282.719    1.5704       50.00
          452.138689     2.015  -282.719    1.5704       50.00
          452.188689     2.015  -282.719    1.5704       50.00
          452.238689     2.015  -282.719    1.5704       50.00
          452.288689     2.015  -282.719    1.5704       50.00
          452.338689     2.015  -282.719    1.5704       50.00
          452.388689     2.015  -282.719    1.5704       50.00
          452.438689     2.015  -282.719    1.5704       50.00
          452.488689     2.015  -282.719    1.5704       50.00
          452.538689     2.015  -282.719    1.5704       50.00
          452.588689     2.015  -282.719    1.5704       50.00
          452.638689     2.015  -282.719    1.5704       50.00
          452.688689     2.015  -282.719    1.5704       50.00
          452.738689     2.015  -282.719    1.5704       50.00
          452.788689     2.015  -282.719    1.5704       50.00
          452.838689     2.015  -282.719    1.5704       50.00
          452.888689     2.015  -282.719    1.5704       50.00
          452.938689     2.015  -282.719    1.5704       50.00
          452.988689     2.015  -282.719    1.5704       50.00
          453.038689     2.015  -282.719    1.5704       50.00
          453.088689     2.015  -282.719    1.5704       50.00
          453.138689     2.015  -282.719    1.5704       50.00
          453.188689     2.015  -282.719    1.5704       50.00
          453.238689     2.015  -282.719    1.5704       50.00
          453.288689     2.015  -282.719    1.5704       50.00
          453.338689     2.015  -282.719    1.5704       50.00
          453.388689     2.015  -282.719    1.5704       50.00
          453.438689     2.015  -282.719    1.5704       50.00
          453.488689     2.015  -282.719    1.5704       50.00
          453.538689     2.015  -282.719    1.5704       50.00
          453.588689     2.015  -282.719    1.5704       50.00
          453.638689     2.015  -282.719    1.5704       50.00
          453.688689     2.015  -282.719    1.5704       50.00
          453.738689     2.015  -282.719    1.5704       50.00
          453.788689     2.015  -282.719    1.5704       50.00
          453.838689     2.015  -282.719    1.5704       50.00
          453.888689     2.015  -282.719    1.5704       50.00
          453.938689     2.015  -282.719    1.5704       50.00
          453.988689     2.015  -282.719    1.5704       50.00
          454.038689     2.015  -282.719    1.5704       50.00
          454.088689     2.015  -282.718    1.5704       50.00
          454.138689     2.015  -282.716    1.5704       50.00
          454.188689     2.015  -282.713    1.5704       50.00
          454.238689     2.015  -282.704    1.5705       50.00
          454.288689     2.015  -282.686    1.5704       50.00
          454.338689     2.015  -282.658    1.5704       50.00
          454.388689     2.015  -282.621    1.5705       50.00
          454.438689     2.015  -282.571    1.5706       50.00
          454.488689     2.015  -282.509    1.5711       50.00
          454.538689     2.015  -282.431    1.5715       50.00
          454.588689     2.015  -282.335    1.5715       50.00
          454.638689     2.015  -282.223    1.5714       50.00
          454.688689     2.015  -282.094    1.5714       50.00
          454.738689     2.015  -281.945    1.5714       50.00
          454.788689     2.015  -281.775    1.5714       50.00
          454.838689     2.015  -281.586    1.5713       50.00
          454.888689     2.015  -281.378    1.5713       50.00
          454.938689     2.014  -281.152    1.5712       50.00
          454.988689     2.014  -280.908    1.5712       50.00
          455.038689     2.014  -280.646    1.5711       50.00
          455.088689     2.014  -280.367    1.5711       50.00
          455.138689     2.014  -280.085    1.5710       50.00
          455.188689     2.014  -279.800    1.5710       50.00
          455.238689     2.014  -279.513    1.5709       50.00
          455.288689     2.014  -279.226    1.5709       50.00
          455.338689     2.014  -278.929    1.5708       50.00
          455.388689     2.014  -278.597    1.5708       50.00
          455.438689     2.015  -278.236    1.5708       50.00
          455.488689     2.015  -277.852    1.5707       50.00
          455.538689     2.015  -277.456    1.5707       50.00
          455.588689     2.015  -277.058    1.5707       50.00
          455.638689     2.015  -276.663    1.5707       50.00
          455.688689     2.015  -276.275    1.5706       50.00
          455.738689     2.015  -275.893    1.5706       50.00
          455.788689     2.015  -275.519    1.5706       50.00
          455.838689     2.015  -275.152    1.5706       50.00
          455.888689     2.015  -274.792    1.5706       50.00
          455.938689     2.015  -274.437    1.5706       50.00
          455.988689     2.015  -274.088    1.5706       50.00
          456.038689     2.015  -273.742    1.5706       50.00
          456.088689     2.015  -273.400    1.5706       50.00
          456.138689     2.015  -273.059    1.5706       50.00
          456.188689     2.016  -272.718    1.5706       50.00
          456.238689     2.016  -272.378    1.5706       50.00
          456.288689     2.016  -272.038    1.5706       50.00
          456.338689     2.016  -271.696    1.5706       50.00
          456.388689     2.016  -271.354    1.5706       50.00
          456.438689     2.016  -271.011    1.5706       50.00
          456.488689     2.016  -270.667    1.5706       50.00
          456.538689     2.016  -270.322    1.5706       50.00
          456.588689     2.016  -269.977    1.5706       50.00
          456.638689     2.016  -269.631    1.5706       50.00
          456.688689     2.016  -269.285    1.5706       50.00
          456.738689     2.016  -268.939    1.5706       50.00
          456.788689     2.016  -268.592    1.5706       50.00
          456.838689     2.016  -268.245    1.5706       50.00
          456.888689     2.016  -267.899    1.5706       50.00
          456.938689     2.016  -267.552    1.5706       50.00
          456.988689     2.017  -267.205    1.5706       50.00
          457.038689     2.017  -266.858    1.5706       50.00
          457.088689     2.017  -266.511    1.5706       50.00
          457.138689     2.017  -266.164    1.5706       50.00
          457.188689     2.017  -265.816    1.5706       50.00
          457.238689     2.017  -265.469    1.5706       50.00
          457.288689     2.017  -265.122    1.5706       50.00
          457.338689     2.017  -264.775    1.5706       50.00
          457.388689     2.017  -264.427    1.5707       50.00
          457.438689     2.017  -264.080    1.5707       50.00
          457.488689     2.017  -263.733    1.5707       50.00
          457.538689     2.017  -263.386    1.5707       50.00
          457.588689     2.017  -263.038    1.5707       50.00
          457.638689     2.017  -262.691    1.5707       50.00
          457.688689     2.017  -262.344    1.5707       50.00
          457.738689     2.017  -261.997    1.5707       50.00
          457.788689     2.017  -261.649    1.5707       50.00
          457.838689     2.017  -261.302    1.5707       50.00
          457.888689     2.017  -260.955    1.5707       50.00
          457.938689     2.017  -260.608    1.5707       50.00
          457.988689     2.017  -260.260    1.5707       50.00
          458.038689     2.018  -259.913    1.5707       50.00
          458.088689     2.018  -259.566    1.5707       50.00
          458.138689     2.018  -259.218    1.5707       50.00
          458.188689     2.018  -258.871    1.5707       50.00
          458.238689     2.018  -258.524    1.5707       50.00
          458.288689     2.018  -258.177    1.5707       50.00
          458.338689     2.018  -257.829    1.5707       50.00
          458.388689     2.018  -257.482    1.5707       50.00
          458.438690     2.018  -257.135    1.5707       50.00
          458.488690     2.018  -256.788    1.5707       50.00
          458.538690     2.018  -256.440    1.5707       50.00
          458.588690     2.018  -256.093    1.5707       50.00
          458.638690     2.018  -255.746    1.5707       50.00
          458.688690     2.018  -255.399    1.5707       50.00
          458.738690     2.018  -255.051    1.5707       50.00
          458.788690     2.018  -254.704    1.5707       50.00
          458.838690     2.018  -254.357    1.5707       50.00
          458.888690     2.018  -254.009    1.5707       50.00
          458.938690     2.018  -253.662    1.5707       50.00
          458.988690     2.018  -253.315    1.5707       50.00
          459.038690     2.018  -252.968    1.5707       50.00
          459.088690     2.018  -252.620    1.5707       50.00
          459.138690     2.019  -252.273    1.5707       50.00
          459.188690     2.019  -251.926    1.5707       50.00
          459.238690     2.019  -251.579    1.5707       50.00
          459.288690     2.019  -251.231    1.5707       50.00
          459.338690     2.019  -250.884    1.5707       50.00
          459.388690     2.019  -250.537    1.5707       50.00
          459.438690     2.019  -250.190    1.5707       50.00
          459.488690     2.019  -249.842    1.5707       50.00
          459.538690     2.019  -249.495    1.5707       50.00
          459.588690     2.019  -249.148    1.5707       50.00
          459.638690     2.019  -248.800    1.5707       50.00
          459.688690     2.019  -248.453    1.5707       50.00
          459.738690     2.019  -248.106    1.5707       50.00
          459.788690     2.019  -247.759    1.5707       50.00
          459.838690     2.019  -247.411    1.5707       50.00
          459.888690     2.019  -247.064    1.5707       50.00
          459.938690     2.019  -246.717    1.5707       50.00
          459.988690     2.019  -246.370    1.5707       50.00
          460.038690     2.019  -246.022    1.5707       50.00
          460.088690     2.019  -245.675    1.5707       50.00
          460.138690     2.019  -245.328    1.5707       50.00
          460.188690     2.019  -244.981    1.5707       50.00
          460.238690     2.019  -244.633    1.5707       50.00
          460.288690     2.019  -244.286    1.5707       50.00
          460.338690     2.019  -243.939    1.5708       50.00
          460.388690     2.019  -243.592    1.5708       50.00
          460.438690     2.019  -243.244    1.5708       50.00
          460.488690     2.019  -242.897    1.5708       50.00
          460.538690     2.019  -242.550    1.5709       50.00
          460.588690     2.019  -242.202    1.5709       50.00
          460.638690     2.019  -241.855    1.5709       50.00
          460.688690     2.019  -241.508    1.5709       50.00
          460.738690     2.019  -241.161    1.5710       50.00
          460.788690     2.019  -240.813    1.5710       50.00
          460.838690     2.019  -240.466    1.5710       50.00
          460.888690     2.019  -240.119    1.5710       50.00
          460.938690     2.019  -239.772    1.5710       50.00
          460.988690     2.019  -239.424    1.5711       50.00
          461.038690     2.018  -239.077    1.5711       50.00
          461.088690     2.018  -238.730    1.5711       50.00
          461.138690     2.018  -238.383    1.5711       50.00
          461.188690     2.018  -238.035    1.5711       50.00
          461.238690     2.018  -237.688    1.5712       50.00
          461.288690     2.018  -237.341    1.5712       50.00
          461.338690     2.018  -236.993    1.5712       50.00
          461.388690     2.018  -236.646    1.5712       50.00
          461.438690     2.017  -236.299    1.5712       50.00
          461.488690     2.017  -235.952    1.5712       50.00
          461.538690     2.017  -235.604    1.5712       50.00
          461.588690     2.017  -235.257    1.5712       50.00
          461.638690     2.017  -234.910    1.5712       50.00
          461.688690     2.017  -234.563    1.5713       50.00
          461.738690     2.016  -234.215    1.5713       50.00
          461.788690     2.016  -233.868    1.5713       50.00
          461.838690     2.016  -233.521    1.5713       50.00
          461.888690     2.016  -233.174    1.5713       50.00
          461.938690     2.016  -232.826    1.5713       50.00
          461.988690     2.016  -232.479    1.5713       50.00
          462.038690     2.015  -232.132    1.5713       50.00
          462.088690     2.015  -231.784    1.5713       50.00
          462.138690     2.015  -231.437    1.5713       50.00
          462.188690     2.015  -231.090    1.5713       50.00
          462.238690     2.015  -230.743    1.5713       50.00
          462.288690     2.014  -230.395    1.5713       50.00
          462.338690     2.014  -230.048    1.5713       50.00
          462.388690     2.014  -229.701    1.5713       50.00
          462.438690     2.014  -229.354    1.5713       50.00
          462.488690     2.014  -229.006    1.5713       50.00
          462.538690     2.014  -228.659    1.5713       50.00
          462.588690     2.013  -228.312    1.5713       50.00
          462.638690     2.013  -227.965    1.5713       50.00
          462.688690     2.013  -227.617    1.5713       50.00
          462.738690     2.013  -227.270    1.5713       50.00
          462.788690     2.013  -226.923    1.5713       50.00
          462.838690     2.012  -226.576    1.5713       50.00
          462.888690     2.012  -226.228    1.5713       50.00
          462.938690     2.012  -225.881    1.5713       50.00
          462.988690     2.012  -225.534    1.5713       50.00
          463.038690     2.012  -225.186    1.5713       50.00
          463.088690     2.012  -224.839    1.5713       50.00
          463.138690     2.011  -224.492    1.5713       50.00
          463.188690     2.011  -224.145    1.5713       50.00
          463.238690     2.011  -223.797    1.5713       50.00
          463.288690     2.011  -223.450    1.5713       50.00
          463.338690     2.011  -223.103    1.5713       50.00
          463.388690     2.010  -222.756    1.5713       50.00
          463.438690     2.010  -222.408    1.5713       50.00
          463.488690     2.010  -222.061    1.5713       50.00
          463.538690     2.010  -221.714    1.5713       50.00
          463.588690     2.010  -221.367    1.5713       50.00
          463.638690     2.010  -221.019    1.5713       50.00
          463.688690     2.009  -220.672    1.5713       50.00
          463.738690     2.009  -220.325    1.5713       50.00
          463.788690     2.009  -219.977    1.5713       50.00
          463.838690     2.009  -219.630    1.5713       50.00
          463.888690     2.009  -219.283    1.5713       50.00
          463.938690     2.008  -218.936    1.5713       50.00
          463.988690     2.008  -218.588    1.5713       50.00
          464.038690     2.008  -218.241    1.5713       50.00
          464.088690     2.008  -217.894    1.5713       50.00
          464.138690     2.008  -217.547    1.5713       50.00
          464.188690     2.008  -217.199    1.5713       50.00
          464.238690     2.007  -216.852    1.5713       50.00
          464.288690     2.007  -216.505    1.5713       50.00
          464.338690     2.007  -216.158    1.5713       50.00
          464.388690     2.007  -215.810    1.5713       50.00
          464.438690     2.007  -215.463    1.5713       50.00
          464.488690     2.006  -215.116    1.5713       50.00
          464.538690     2.006  -214.768    1.5713       50.00
          464.588690     2.006  -214.421    1.5713       50.00
          464.638690     2.006  -214.074    1.5713       50.00
          464.688690     2.006  -213.727    1.5713       50.00
          464.738690     2.006  -213.379    1.5713       50.00
          464.788690     2.005  -213.032    1.5713       50.00
          464.838690     2.005  -212.685    1.5713       50.00
          464.888690     2.005  -212.338    1.5713       50.00
          464.938690     2.005  -211.990    1.5713       50.00
          464.988690     2.005  -211.643    1.5713       50.00
          465.038690     2.004  -211.296    1.5713       50.00
          465.088690     2.004  -210.949    1.5713       50.00
          465.138690     2.004  -210.601    1.5713       50.00
          465.188690     2.004  -210.254    1.5713       50.00
          465.238690     2.004  -209.907    1.5713       50.00
          465.288690     2.004  -209.559    1.5713       50.00
          465.338690     2.003  -209.212    1.5713       50.00
          465.388690     2.003  -208.865    1.5713       50.00
          465.438690     2.003  -208.518    1.5713       50.00
          465.488690     2.003  -208.170    1.5713       50.00
          465.538690     2.003  -207.823    1.5713       50.00
          465.588690     2.002  -207.476    1.5713       50.00
          465.638690     2.002  -207.129    1.5713       50.00
          465.688690     2.002  -206.781    1.5713       50.00
          465.738690     2.002  -206.434    1.5713       50.00
          465.788690     2.002  -206.087    1.5713       50.00
          465.838690     2.002  -205.740    1.5713       50.00
          465.888690     2.001  -205.392    1.5713       50.00
          465.938690     2.001  -205.045    1.5713       50.00
          465.988690     2.001  -204.698    1.5713       50.00
          466.038690     2.001  -204.350    1.5713       50.00
          466.088690     2.001  -204.003    1.5713       50.00
          466.138690     2.000  -203.656    1.5713       50.00
          466.188690     2.000  -203.309    1.5713       50.00
          466.238690     2.000  -202.961    1.5713       50.00
          466.288690     2.000  -202.614    1.5713       50.00
          466.338690     2.000  -202.267    1.5713       50.00
          466.388690     2.000  -201.920    1.5713       50.00
          466.438690     1.999  -201.572    1.5713       50.00
          466.488690     1.999  -201.225    1.5713       50.00
          466.538690     1.999  -200.878    1.5713       50.00
          466.588690     1.999  -200.531    1.5713       50.00
          466.638690     1.999  -200.183    1.5713       50.00
          466.688690     1.998  -199.836    1.5713       50.00
          466.738690     1.998  -199.489    1.5713       50.00
          466.788690     1.998  -199.142    1.5713       50.00
          466.838690     1.998  -198.794    1.5713       50.00
          466.888690     1.998  -198.447    1.5713       50.00
          466.938690     1.998  -198.100    1.5713       50.00
          466.988690     1.997  -197.752    1.5713       50.00
          467.038690     1.997  -197.405    1.5713       50.00
          467.088690     1.997  -197.058    1.5713       50.00
          467.138690     1.997  -196.711    1.5713       50.00
          467.188690     1.997  -196.363    1.5713       50.00
          467.238690     1.996  -196.016    1.5713       50.00
          467.288690     1.996  -195.669    1.5713       50.00
          467.338690     1.996  -195.322    1.5713       50.00
          467.388690     1.996  -194.974    1.5713       50.00
          467.438690     1.996  -194.627    1.5713       50.00
          467.488690     1.996  -194.280    1.5713       50.00
          467.538690     1.995  -193.933    1.5713       50.00
          467.588690     1.995  -193.585    1.5713       50.00
          467.638690     1.995  -193.238    1.5713       50.00
          467.688690     1.995  -192.891    1.5713       50.00
          467.738690     1.995  -192.543    1.5713       50.00
          467.788690     1.994  -192.196    1.5713       50.00
          467.838690     1.994  -191.849    1.5713       50.00
          467.888690     1.994  -191.502    1.5713       50.00
          467.938690     1.994  -191.154    1.5713       50.00
          467.988690     1.994  -190.807    1.5713       50.00
          468.038690     1.994  -190.460    1.5713       50.00
          468.088690     1.993  -190.113    1.5713       50.00
          468.138690     1.993  -189.765    1.5713       50.00
          468.188690     1.993  -189.418    1.5713       50.00
          468.238690     1.993  -189.071    1.5713       50.00
          468.288690     1.993  -188.724    1.5713       50.00
          468.338690     1.992  -188.376    1.5713       50.00
          468.388690     1.992  -188.029    1.5713       50.00
