timestamp,x,y,yaw,v_total,v_lat,v_long,w_z,a_lat,a_long,throttle_cmd,brake_cmd,steer_cmd,gear_cmd,throttle_real,brake_real,steer_real,gear_real,is_idle
733.633,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
734.633,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
735.633,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
736.633,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
737.683,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
738.683,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
739.183,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1,1
739.283,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
739.333,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,-0.001,-0.294,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
739.433,210.871,-133.648,0.0,0.081,0.0,0.081,0.0,0.009,1.919,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
739.483,210.872,-133.648,-0.0,0.037,-0.0,0.037,-0.001,0.016,2.675,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
739.533,210.878,-133.648,0.0,0.171,0.001,0.171,0.03,-0.003,4.848,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
739.583,210.894,-133.648,0.0,0.413,0.0,0.413,-0.004,0.038,4.129,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
739.683,210.961,-133.648,0.001,0.899,0.003,0.899,-0.016,0.029,5.021,1.0,0.0,-0.006,0,1.0,0.0,-0.007,1,0
739.733,211.013,-133.647,0.001,1.15,0.004,1.15,0.002,0.028,5.596,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
739.783,211.078,-133.647,0.001,1.429,0.005,1.429,0.006,0.025,5.016,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
739.833,211.157,-133.647,0.001,1.68,0.006,1.68,-0.006,0.011,6.457,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
739.883,211.25,-133.646,0.001,2.003,0.007,2.003,-0.01,0.015,6.553,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
739.983,211.488,-133.645,0.002,2.702,0.008,2.702,-0.002,0.035,8.756,1.0,0.0,-0.005,0,1.0,0.0,-0.005,1,0
740.033,211.636,-133.645,0.002,3.14,0.009,3.139,0.007,0.038,8.319,1.0,0.0,-0.005,0,1.0,0.0,-0.005,1,0
740.083,211.806,-133.644,0.002,3.555,0.01,3.555,0.007,0.035,7.755,1.0,0.0,-0.005,0,1.0,0.0,-0.005,1,0
740.183,212.204,-133.642,0.003,4.316,0.01,4.316,0.008,0.035,7.312,1.0,0.0,-0.004,0,1.0,0.0,-0.004,1,0
740.233,212.431,-133.641,0.003,4.682,0.01,4.682,0.008,0.022,7.236,1.0,0.0,-0.003,0,1.0,0.0,-0.004,1,0
740.283,212.676,-133.639,0.004,5.044,0.009,5.044,0.007,0.027,7.22,1.0,0.0,-0.003,0,1.0,0.0,-0.003,1,0
740.333,212.939,-133.638,0.004,5.405,0.009,5.405,0.007,0.018,4.884,1.0,0.0,-0.003,0,1.0,0.0,-0.003,1,0
740.383,213.218,-133.636,0.004,5.649,0.008,5.649,0.006,0.024,0.387,1.0,0.0,-0.002,0,1.0,0.0,-0.003,1,0
740.483,213.786,-133.633,0.005,5.776,0.006,5.776,0.005,0.013,-0.433,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
740.533,214.073,-133.631,0.005,5.755,0.005,5.755,0.005,0.005,-0.067,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
740.583,214.361,-133.629,0.006,5.751,0.004,5.751,0.004,0.021,10.214,1.0,0.0,-0.001,0,1.0,0.0,-0.002,0,0
740.633,214.659,-133.627,0.006,6.262,0.004,6.262,0.004,0.008,13.189,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
740.733,215.357,-133.623,0.006,7.481,0.003,7.481,0.003,0.011,11.198,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
740.783,215.747,-133.62,0.006,7.971,0.002,7.971,0.002,-0.003,8.818,1.0,0.0,-0.0,0,1.0,0.0,-0.0,2,0
740.833,216.159,-133.618,0.006,8.412,0.002,8.412,0.002,-0.0,8.156,1.0,0.0,-0.0,0,1.0,0.0,-0.0,2,0
740.883,216.592,-133.615,0.006,8.819,0.001,8.819,0.001,-0.0,0.067,1.0,0.0,0.0,0,1.0,0.0,-0.0,2,0
740.983,217.483,-133.609,0.006,8.99,-0.0,8.99,0.0,-0.008,2.602,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0
741.033,217.93,-133.607,0.006,9.12,-0.0,9.12,-0.0,-0.021,9.448,1.0,0.0,0.0,0,1.0,0.0,0.0,3,0
741.083,218.4,-133.604,0.006,9.593,-0.001,9.593,-0.001,-0.017,8.107,1.0,0.0,0.001,0,1.0,0.0,0.0,3,0
741.133,218.893,-133.601,0.006,9.998,-0.001,9.998,-0.001,-0.028,7.197,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.233,219.932,-133.595,0.006,10.687,-0.002,10.687,-0.002,-0.023,6.584,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.283,220.475,-133.591,0.006,10.996,-0.002,10.996,-0.002,-0.031,5.899,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.333,221.034,-133.588,0.006,11.29,-0.002,11.29,-0.003,-0.038,5.716,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.383,221.607,-133.585,0.006,11.576,-0.002,11.576,-0.003,-0.032,5.596,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.483,222.795,-133.579,0.005,12.132,-0.002,12.132,-0.003,-0.034,5.465,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.533,223.41,-133.576,0.005,12.405,-0.001,12.405,-0.003,-0.041,5.433,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.583,224.038,-133.572,0.005,12.677,-0.001,12.677,-0.003,-0.033,1.115,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
741.683,225.307,-133.566,0.005,12.657,-0.001,12.657,-0.003,-0.038,-1.506,1.0,0.0,0.001,0,1.0,0.0,0.001,0,0
741.733,225.946,-133.564,0.004,12.898,-0.001,12.898,-0.003,-0.038,5.866,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
741.783,226.6,-133.561,0.004,13.191,-0.001,13.191,-0.003,-0.043,5.417,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
741.833,227.268,-133.558,0.004,13.462,-0.001,13.462,-0.003,-0.045,5.1,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
741.933,228.642,-133.553,0.004,13.962,-0.0,13.962,-0.003,-0.038,4.889,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
741.983,229.347,-133.55,0.004,14.199,-0.0,14.199,-0.003,-0.044,4.654,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
742.033,230.064,-133.547,0.004,14.432,-0.0,14.432,-0.003,-0.038,4.592,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
742.083,230.793,-133.545,0.003,14.661,0.0,14.661,-0.003,-0.041,4.551,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
742.183,232.284,-133.54,0.003,15.115,0.0,15.115,-0.003,-0.036,4.508,1.0,0.0,0.0,0,1.0,0.0,0.0,4,0
