timestamp,x,y,yaw,v_total,v_lat,v_long,w_z,a_lat,a_long,throttle_cmd,brake_cmd,steer_cmd,gear_cmd,throttle_real,brake_real,steer_real,gear_real,is_idle
521.533,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,1
522.133,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
523.183,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
523.283,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,-0.01,0,1.0,0.0,-1.0,1,1
523.383,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,-0.002,-0.294,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,1
523.433,210.868,-133.648,0.0,0.015,-0.0,-0.015,-0.0,0.013,1.919,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,1
523.533,210.876,-133.648,-0.0,0.123,0.0,0.123,0.009,0.045,3.007,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
523.583,210.89,-133.648,0.0,0.274,0.002,0.274,-0.007,0.035,3.86,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
523.683,210.939,-133.647,0.0,0.66,0.005,0.66,-0.004,0.005,4.723,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
523.733,210.979,-133.647,0.0,0.896,0.006,0.896,0.005,0.005,4.878,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
523.833,211.096,-133.647,0.0,1.43,0.007,1.43,0.016,0.054,5.816,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
523.883,211.176,-133.646,0.0,1.721,0.01,1.721,-0.0,0.044,5.869,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
523.933,211.271,-133.645,0.001,2.014,0.011,2.014,0.007,0.05,6.466,1.0,0.0,-0.01,0,1.0,0.0,-0.01,1,0
524.033,211.51,-133.644,0.002,2.699,0.014,2.699,0.01,0.058,8.366,1.0,0.0,-0.009,0,1.0,0.0,-0.009,1,0
524.083,211.657,-133.643,0.002,3.117,0.016,3.117,0.011,0.06,8.116,1.0,0.0,-0.008,0,1.0,0.0,-0.009,1,0
524.183,212.014,-133.64,0.003,3.904,0.016,3.904,0.012,0.048,7.385,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
524.283,212.445,-133.637,0.005,4.637,0.016,4.636,0.012,0.051,7.262,1.0,0.0,-0.006,0,1.0,0.0,-0.007,1,0
524.333,212.687,-133.635,0.005,4.997,0.016,4.997,0.012,0.051,7.186,1.0,0.0,-0.005,0,1.0,0.0,-0.006,1,0
524.433,213.226,-133.631,0.006,5.678,0.013,5.678,0.01,0.007,0.272,1.0,0.0,-0.004,0,1.0,0.0,-0.004,1,0
524.483,213.509,-133.628,0.007,5.691,0.011,5.691,0.009,0.034,1.566,1.0,0.0,-0.003,0,1.0,0.0,-0.004,1,0
524.533,213.795,-133.626,0.007,5.77,0.01,5.77,0.009,0.01,0.267,1.0,0.0,-0.002,0,1.0,0.0,-0.003,1,0
524.633,214.373,-133.621,0.008,5.778,0.007,5.778,0.006,0.006,-0.093,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
524.683,214.667,-133.618,0.008,6.138,0.006,6.138,0.005,0.024,13.712,1.0,0.0,-0.002,0,1.0,0.0,-0.002,2,0
524.783,215.356,-133.612,0.009,7.401,0.005,7.401,0.004,0.023,11.542,1.0,0.0,-0.001,0,1.0,0.0,-0.002,2,0
524.833,215.742,-133.608,0.009,7.902,0.003,7.902,0.003,0.0,8.986,1.0,0.0,-0.0,0,1.0,0.0,-0.001,2,0
524.933,216.581,-133.6,0.009,8.765,0.001,8.765,0.002,0.002,8.272,1.0,0.0,0.0,0,1.0,0.0,-0.0,2,0
524.983,217.027,-133.596,0.009,9.021,-0.0,9.021,0.0,-0.015,-3.465,1.0,0.0,0.001,0,1.0,0.0,0.0,0,0
525.083,217.919,-133.588,0.009,9.035,-0.002,9.035,-0.002,-0.037,3.742,1.0,0.0,0.001,0,1.0,0.0,0.001,0,0
