timestamp,x,y,yaw,v_total,v_lat,v_long,w_z,a_lat,a_long,throttle_cmd,brake_cmd,steer_cmd,gear_cmd,throttle_real,brake_real,steer_real,gear_real,is_idle
700.533,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
701.533,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
702.533,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1,1
702.883,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1,1
702.933,210.867,-133.648,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,-0.007,0,1.0,0.0,-1.0,1,1
703.033,210.867,-133.648,-0.0,0.0,-0.0,0.0,0.0,-0.001,-0.294,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
703.133,210.871,-133.648,0.0,0.081,0.0,0.081,0.0,0.009,1.919,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
703.183,210.873,-133.648,-0.0,0.047,0.0,0.047,-0.009,0.005,3.026,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,1
703.233,210.881,-133.648,-0.0,0.199,0.0,0.199,0.005,-0.019,4.064,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
703.333,210.923,-133.648,-0.0,0.641,0.003,0.641,0.005,0.062,4.773,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
703.383,210.961,-133.648,-0.0,0.863,0.004,0.863,-0.007,0.039,4.477,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
703.433,211.011,-133.648,-0.0,1.087,0.006,1.087,-0.003,0.014,5.873,1.0,0.0,-0.007,0,1.0,0.0,-0.007,1,0
703.533,211.153,-133.647,0.0,1.715,0.007,1.715,0.001,0.026,6.276,1.0,0.0,-0.006,0,1.0,0.0,-0.007,1,0
703.583,211.248,-133.647,0.001,2.029,0.008,2.029,0.003,0.02,6.359,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
703.633,211.359,-133.646,0.001,2.346,0.008,2.346,0.015,0.038,7.396,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
703.733,211.636,-133.645,0.002,3.146,0.01,3.146,0.007,0.035,8.597,1.0,0.0,-0.006,0,1.0,0.0,-0.006,1,0
703.783,211.806,-133.644,0.002,3.56,0.011,3.56,0.008,0.037,7.726,1.0,0.0,-0.005,0,1.0,0.0,-0.005,1,0
703.833,211.996,-133.643,0.002,3.946,0.011,3.946,0.008,0.037,7.447,1.0,0.0,-0.005,0,1.0,0.0,-0.005,1,0
703.883,212.205,-133.642,0.003,4.318,0.011,4.318,0.008,0.037,7.301,1.0,0.0,-0.004,0,1.0,0.0,-0.005,1,0
703.983,212.677,-133.64,0.003,5.045,0.01,5.045,0.008,0.025,7.229,1.0,0.0,-0.004,0,1.0,0.0,-0.004,1,0
704.033,212.94,-133.638,0.004,5.406,0.01,5.406,0.007,0.02,4.893,1.0,0.0,-0.003,0,1.0,0.0,-0.003,1,0
704.083,213.219,-133.637,0.004,5.65,0.009,5.65,0.007,0.026,0.384,1.0,0.0,-0.002,0,1.0,0.0,-0.003,1,0
704.183,213.787,-133.633,0.005,5.777,0.007,5.777,0.005,0.015,-0.433,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
704.233,214.075,-133.632,0.005,5.756,0.006,5.756,0.005,0.005,-0.067,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
704.283,214.362,-133.63,0.005,5.752,0.005,5.752,0.004,0.024,10.213,1.0,0.0,-0.001,0,1.0,0.0,-0.002,0,0
704.333,214.66,-133.628,0.006,6.263,0.005,6.263,0.004,0.01,13.187,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
704.383,214.995,-133.626,0.006,6.922,0.004,6.922,0.003,0.013,11.197,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
704.483,215.748,-133.621,0.006,7.971,0.003,7.971,0.003,-0.002,8.818,1.0,0.0,-0.0,0,1.0,0.0,-0.0,2,0
704.533,216.161,-133.618,0.006,8.412,0.002,8.412,0.002,0.002,8.155,1.0,0.0,-0.0,0,1.0,0.0,-0.0,2,0
704.633,217.039,-133.613,0.006,8.823,0.001,8.823,0.001,-0.01,3.346,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0
704.683,217.484,-133.61,0.006,8.991,0.0,8.991,0.0,-0.007,2.602,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0
704.783,218.402,-133.604,0.006,9.593,-0.001,9.593,-0.001,-0.02,9.448,1.0,0.0,0.0,0,1.0,0.0,0.0,3,0
704.833,218.894,-133.601,0.006,9.999,-0.001,9.999,-0.001,-0.027,7.197,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
704.883,219.405,-133.598,0.006,10.358,-0.002,10.358,-0.002,-0.023,6.584,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
704.933,219.933,-133.595,0.006,10.688,-0.002,10.688,-0.002,-0.02,6.173,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
705.033,221.036,-133.589,0.006,11.291,-0.002,11.291,-0.003,-0.031,5.899,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
705.083,221.609,-133.586,0.006,11.577,-0.002,11.577,-0.003,-0.032,5.596,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
705.133,222.196,-133.582,0.006,11.857,-0.002,11.857,-0.003,-0.04,5.517,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
705.183,222.797,-133.579,0.005,12.133,-0.002,12.133,-0.003,-0.034,5.465,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
705.283,224.04,-133.573,0.005,12.678,-0.001,12.678,-0.003,-0.033,1.115,1.0,0.0,0.001,0,1.0,0.0,0.001,3,0
705.333,224.675,-133.57,0.005,12.733,-0.001,12.733,-0.003,-0.038,-1.506,1.0,0.0,0.001,0,1.0,0.0,0.001,0,0
705.383,225.309,-133.567,0.005,12.658,-0.001,12.658,-0.003,-0.044,4.815,1.0,0.0,0.001,0,1.0,0.0,0.001,0,0
705.483,226.602,-133.561,0.004,13.192,-0.001,13.192,-0.003,-0.038,5.866,1.0,0.0,0.001,0,1.0,0.0,0.001,4,0
