timestamp,x,y,yaw,v_total,v_lat,v_long,w_z,a_lat,a_long,throttle_cmd,brake_cmd,steer_cmd,gear_cmd,throttle_real,brake_real,steer_real,gear_real,is_idle
93.779,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
94.829,237.7,-133.24,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
95.879,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
96.929,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
97.979,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
98.979,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
99.979,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
100.979,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
102.029,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
102.579,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.014,0,1.0,0.0,1.0,0,1
102.679,237.7,-133.24,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,0.0,0.014,0,1.0,0.0,0.014,0,1
103.129,237.709,-133.24,-0.0,0.439,-0.003,0.439,0.001,-0.059,8.659,1.0,0.0,0.014,0,1.0,0.0,0.014,1,0
103.179,237.745,-133.24,-0.0,0.872,-0.006,0.872,-0.004,-0.107,6.66,1.0,0.0,0.014,0,1.0,0.0,0.014,1,0
103.279,237.872,-133.241,-0.001,1.602,-0.013,1.602,-0.016,-0.06,7.577,1.0,0.0,0.013,0,1.0,0.0,0.013,1,0
103.379,238.073,-133.243,-0.002,2.302,-0.016,2.302,-0.02,-0.05,6.427,1.0,0.0,0.013,0,1.0,0.0,0.013,1,0
103.429,238.199,-133.244,-0.003,2.662,-0.018,2.662,-0.005,-0.075,8.451,1.0,0.0,0.012,0,1.0,0.0,0.012,1,0
103.479,238.344,-133.246,-0.003,3.084,-0.02,3.084,-0.014,-0.081,8.382,1.0,0.0,0.011,0,1.0,0.0,0.012,1,0
103.579,238.699,-133.249,-0.005,3.892,-0.022,3.892,-0.016,-0.078,7.474,1.0,0.0,0.009,0,1.0,0.0,0.01,1,0
103.679,239.129,-133.254,-0.007,4.632,-0.021,4.632,-0.016,-0.061,7.234,1.0,0.0,0.008,0,1.0,0.0,0.008,1,0
103.729,239.371,-133.257,-0.007,4.994,-0.021,4.994,-0.015,-0.063,7.205,1.0,0.0,0.007,0,1.0,0.0,0.008,1,0
103.829,239.91,-133.263,-0.009,5.686,-0.019,5.686,-0.014,-0.022,0.304,1.0,0.0,0.005,0,1.0,0.0,0.006,1,0
103.879,240.194,-133.266,-0.01,5.701,-0.016,5.701,-0.014,-0.027,1.525,1.0,0.0,0.004,0,1.0,0.0,0.005,1,0
103.979,240.769,-133.273,-0.011,5.791,-0.011,5.791,-0.01,-0.03,-0.091,1.0,0.0,0.003,0,1.0,0.0,0.004,0,0
104.029,241.058,-133.277,-0.011,5.786,-0.01,5.786,-0.009,-0.002,7.179,1.0,0.0,0.002,0,1.0,0.0,0.003,0,0
104.129,241.682,-133.285,-0.012,6.829,-0.007,6.829,-0.006,-0.023,13.681,1.0,0.0,0.002,0,1.0,0.0,0.002,2,0
104.179,242.042,-133.289,-0.012,7.405,-0.006,7.405,-0.005,-0.023,10.015,1.0,0.0,0.001,0,1.0,0.0,0.002,2,0
104.229,242.428,-133.294,-0.012,7.905,-0.005,7.905,-0.005,0.015,8.974,1.0,0.0,0.0,0,1.0,0.0,0.001,2,0
104.329,243.267,-133.305,-0.013,8.767,-0.002,8.767,-0.002,0.038,5.116,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
104.429,244.159,-133.316,-0.013,8.85,0.001,8.85,0.001,0.022,-3.464,1.0,0.0,-0.001,0,1.0,0.0,-0.001,0,0
104.479,244.606,-133.322,-0.013,9.037,0.002,9.037,0.002,0.058,9.9,1.0,0.0,-0.001,0,1.0,0.0,-0.001,3,0
104.579,245.563,-133.333,-0.012,9.949,0.004,9.949,0.004,0.073,7.357,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
104.629,246.072,-133.339,-0.012,10.317,0.005,10.317,0.005,0.061,6.692,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
104.729,247.14,-133.351,-0.011,10.964,0.005,10.964,0.007,0.073,5.948,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
104.779,247.697,-133.357,-0.011,11.261,0.005,11.261,0.007,0.094,5.749,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
104.879,248.854,-133.369,-0.01,11.83,0.004,11.83,0.008,0.099,5.531,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
104.929,249.454,-133.375,-0.01,12.106,0.004,12.106,0.008,0.085,5.475,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
105.029,250.695,-133.386,-0.009,12.652,0.003,12.652,0.008,0.104,1.121,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
105.129,251.961,-133.397,-0.008,12.632,0.002,12.632,0.008,0.087,-1.519,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
105.179,252.598,-133.401,-0.008,12.873,0.002,12.873,0.008,0.09,5.866,1.0,0.0,-0.002,0,1.0,0.0,-0.002,4,0
105.279,253.918,-133.411,-0.007,13.438,0.001,13.438,0.007,0.1,5.099,1.0,0.0,-0.001,0,1.0,0.0,-0.002,4,0
105.329,254.598,-133.415,-0.007,13.693,0.001,13.693,0.007,0.086,4.888,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.429,255.994,-133.424,-0.006,14.174,0.0,14.174,0.007,0.093,4.654,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.529,257.437,-133.432,-0.005,14.637,-0.0,14.637,0.006,0.08,4.592,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.579,258.175,-133.436,-0.005,14.864,-0.0,14.864,0.006,0.085,4.524,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.679,259.686,-133.443,-0.004,15.316,-0.001,15.316,0.006,0.074,4.497,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.729,260.459,-133.446,-0.004,15.541,-0.001,15.541,0.005,0.075,4.49,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.829,262.038,-133.452,-0.004,15.989,-0.002,15.989,0.005,0.073,2.937,0.91,0.0,-0.001,0,1.0,0.0,-0.001,4,0
105.929,263.65,-133.458,-0.003,16.148,-0.002,16.148,0.004,0.065,0.238,0.945,0.0,-0.001,0,0.91,0.0,-0.001,0,0
105.979,264.457,-133.461,-0.003,16.135,-0.002,16.135,0.004,0.06,5.497,1.0,0.0,-0.001,0,1.0,0.0,-0.001,5,0
106.079,266.1,-133.465,-0.003,16.64,-0.002,16.64,0.003,0.057,4.012,0.417,0.0,-0.0,0,0.505,0.0,-0.001,5,0
106.129,266.938,-133.467,-0.002,16.841,-0.002,16.841,0.003,0.05,2.775,0.31,0.0,-0.0,0,0.417,0.0,-0.0,5,0
106.229,268.636,-133.471,-0.002,17.063,-0.002,17.063,0.003,0.047,0.842,0.311,0.0,-0.0,0,0.298,0.0,-0.0,5,0
106.329,270.346,-133.475,-0.002,17.122,-0.002,17.122,0.002,0.042,0.05,0.323,0.0,-0.0,0,0.323,0.0,-0.0,5,0
106.429,272.058,-133.478,-0.002,17.118,-0.002,17.118,0.002,0.034,-0.23,0.301,0.0,-0.0,0,0.314,0.0,-0.0,5,0
106.479,272.913,-133.48,-0.002,17.107,-0.002,17.107,0.002,0.032,-0.321,0.287,0.0,-0.0,0,0.301,0.0,-0.0,5,0
106.579,274.622,-133.482,-0.001,17.071,-0.001,17.071,0.002,0.028,-0.476,0.269,0.0,-0.0,0,0.276,0.0,-0.0,5,0
106.679,276.326,-133.485,-0.001,17.02,-0.001,17.02,0.001,0.026,-0.538,0.265,0.0,-0.0,0,0.269,0.0,-0.0,5,0
106.729,277.176,-133.486,-0.001,16.991,-0.001,16.991,0.001,0.023,-0.618,0.266,0.0,-0.0,0,0.264,0.0,-0.0,5,0
106.829,278.872,-133.488,-0.001,16.928,-0.001,16.928,0.001,0.018,-0.64,0.276,0.0,-0.0,0,0.271,0.0,-0.0,5,0
106.929,280.561,-133.489,-0.001,16.864,-0.001,16.864,0.001,0.015,-0.615,0.292,0.0,-0.0,0,0.283,0.0,-0.0,5,0
107.029,282.244,-133.491,-0.001,16.804,-0.001,16.804,0.001,0.014,-0.589,0.3,0.0,-0.0,0,0.292,0.0,-0.0,5,0
107.079,283.083,-133.492,-0.001,16.776,-0.001,16.776,0.001,0.011,-0.52,0.319,0.0,-0.0,0,0.31,0.0,-0.0,5,0
107.179,284.758,-133.493,-0.001,16.726,-0.0,16.726,0.001,0.009,-0.435,0.338,0.0,-0.0,0,0.329,0.0,-0.0,5,0
107.229,285.594,-133.494,-0.001,16.705,-0.0,16.705,0.0,0.009,-0.39,0.348,0.0,-0.0,0,0.338,0.0,-0.0,5,0
107.329,287.262,-133.495,-0.001,16.668,-0.0,16.668,0.0,0.008,-0.297,0.365,0.0,-0.0,0,0.356,0.0,-0.0,5,0
107.429,288.928,-133.496,-0.001,16.641,-0.0,16.641,0.0,0.006,-0.208,0.38,0.0,-0.0,0,0.373,0.0,-0.0,5,0
107.479,289.759,-133.497,-0.001,16.63,-0.0,16.63,0.0,0.006,-0.167,0.386,0.0,-0.0,0,0.38,0.0,-0.0,5,0
107.579,291.421,-133.498,-0.001,16.615,-0.0,16.615,0.0,0.005,-0.092,0.397,0.0,-0.0,0,0.392,0.0,-0.0,5,0
107.679,293.083,-133.499,-0.001,16.608,-0.0,16.608,0.0,0.005,-0.059,0.401,0.0,-0.0,0,0.397,0.0,-0.0,5,0
107.729,293.913,-133.499,-0.001,16.606,-0.0,16.606,0.0,0.004,-0.004,0.0,0.0,-0.0,0,0.404,0.0,-0.0,5,0
107.829,295.573,-133.5,-0.001,16.597,-0.0,16.597,0.0,0.003,-0.799,0.0,0.0,-0.0,0,0.0,0.0,-0.0,5,0
107.879,296.402,-133.501,-0.001,16.557,-0.0,16.557,0.0,0.002,-1.202,0.0,0.0,-0.0,0,0.0,0.0,-0.0,5,0
107.979,298.051,-133.502,-0.001,16.449,-0.0,16.449,0.0,0.001,-0.258,0.0,0.0,0.0,0,0.0,0.0,-0.0,0,0
108.079,299.695,-133.503,-0.001,16.431,-0.0,16.431,0.0,0.001,-4.857,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0
108.129,300.508,-133.503,-0.001,16.189,-0.0,16.189,0.0,0.0,-3.819,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0
108.229,302.106,-133.504,-0.001,15.829,-0.0,15.829,-0.0,-0.0,-3.094,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0
108.329,303.672,-133.505,-0.001,15.528,-0.0,15.528,-0.0,-0.0,-2.912,0.0,0.0,-0.0,0,0.0,0.0,0.0,4,0
108.379,304.444,-133.505,-0.001,15.389,-0.0,15.389,-0.0,0.0,-2.71,0.0,0.0,-0.0,0,0.0,0.0,-0.0,4,0
108.479,305.968,-133.506,-0.001,15.121,0.0,15.121,0.0,-0.0,-2.607,0.0,0.0,-0.0,0,0.0,0.0,-0.0,4,0
108.579,307.466,-133.507,-0.001,14.862,0.0,14.862,0.0,0.002,-2.542,0.0,0.0,-0.0,0,0.0,0.0,-0.0,4,0
108.629,308.205,-133.507,-0.001,14.735,0.0,14.735,0.0,0.003,-2.516,0.0,0.0,-0.0,0,0.0,0.0,-0.0,4,0
108.729,309.665,-133.508,-0.001,14.484,0.0,14.484,0.0,0.004,-2.469,0.0,0.0,-0.0,0,0.0,0.0,-0.0,4,0
108.829,311.1,-133.509,-0.0,14.239,0.0,14.239,0.0,0.004,-2.426,0.0,0.0,-0.0,0,0.0,0.0,-0.0,4,0
108.929,312.51,-133.509,-0.0,13.997,0.0,13.997,0.0,0.004,-2.385,0.0,1.0,0.0,0,0.0,0.0,-0.0,4,0
108.979,313.206,-133.51,-0.0,13.878,0.0,13.878,0.0,0.001,-3.028,0.0,1.0,0.0,0,0.0,1.0,0.0,4,0
109.079,314.576,-133.51,-0.0,13.503,-0.0,13.503,0.0,0.001,-4.166,0.0,1.0,0.0,0,0.0,1.0,0.0,0,0
109.179,315.9,-133.511,-0.0,12.99,-0.0,12.99,0.0,0.001,-6.094,0.0,1.0,0.0,0,0.0,1.0,0.0,0,0
109.229,316.537,-133.511,-0.0,12.542,-0.0,12.542,0.0,0.001,-9.082,0.0,1.0,0.0,0,0.0,1.0,0.0,3,0
109.329,317.74,-133.512,-0.0,11.655,-0.0,11.655,0.0,0.0,-8.347,0.0,1.0,0.0,0,0.0,1.0,0.0,3,0
109.429,318.86,-133.512,-0.0,10.832,-0.0,10.832,0.0,0.0,-7.95,0.0,1.0,0.0,0,0.0,1.0,0.0,3,0
109.529,319.901,-133.513,-0.0,10.153,-0.0,10.153,0.0,0.0,-8.085,0.0,1.0,0.0,0,0.0,1.0,0.0,0,0
109.629,320.879,-133.513,-0.0,9.41,-0.0,9.41,0.0,0.0,-6.759,1.0,0.0,-1.0,0,0.0,1.0,0.0,0,0
109.679,321.33,-133.513,-0.0,8.788,-0.0,8.788,0.0,3.808,-9.407,0.0,0.0,0.0,0,1.0,0.0,-1.0,2,0
109.779,322.161,-133.5,0.009,8.005,0.065,8.005,0.08,-0.677,-4.455,0.0,0.0,0.011,0,0.0,0.0,0.005,2,0
109.879,322.937,-133.492,0.012,7.55,-0.012,7.55,-0.001,-0.435,-3.956,0.0,0.0,0.016,0,0.0,0.0,0.014,2,0
109.979,323.675,-133.487,0.009,7.303,-0.034,7.303,-0.031,-0.32,-0.988,0.0,0.0,0.015,0,0.0,0.0,0.016,2,0
110.029,324.04,-133.486,0.008,7.301,-0.037,7.301,-0.037,-0.221,-7.721,0.0,0.0,0.014,0,0.0,0.0,0.015,0,0
110.129,324.727,-133.485,0.004,6.414,-0.033,6.414,-0.033,-0.167,-6.708,0.0,0.0,0.013,0,0.0,0.0,0.014,1,0
110.229,325.331,-133.486,0.001,5.758,-0.028,5.758,-0.027,-0.628,-5.174,0.0,0.0,0.027,0,0.0,0.0,0.027,1,0
110.329,325.878,-133.491,-0.003,5.218,-0.05,5.218,-0.054,-0.341,-5.597,0.0,0.0,0.058,0,0.0,0.0,0.027,1,0
110.429,326.369,-133.501,-0.008,4.663,-0.108,4.662,-0.078,-0.626,-4.758,0.0,0.0,0.1,0,0.0,0.0,0.059,1,0
110.479,326.595,-133.509,-0.012,4.426,-0.12,4.425,-0.091,-1.704,-4.374,0.0,0.0,0.1,0,0.0,0.0,0.1,1,0
110.579,327.014,-133.534,-0.026,4.017,-0.192,4.012,-0.144,-0.491,-3.512,0.0,0.0,0.095,0,0.0,0.0,0.098,1,0
110.679,327.396,-133.564,-0.039,3.683,-0.18,3.679,-0.131,-1.585,-3.227,0.122,0.0,0.141,0,0.0,0.0,0.143,1,0
110.779,327.745,-133.602,-0.056,3.38,-0.236,3.371,-0.174,-0.449,-2.333,0.462,0.0,0.133,0,0.294,0.0,0.138,1,0
110.829,327.909,-133.623,-0.065,3.265,-0.231,3.257,-0.167,-0.336,-1.425,0.569,0.0,0.187,0,0.462,0.0,0.133,1,0
110.929,328.226,-133.67,-0.082,3.172,-0.278,3.16,-0.202,-0.986,0.628,0.646,0.0,0.18,0,0.626,0.0,0.184,1,0
111.029,328.543,-133.727,-0.103,3.291,-0.301,3.278,-0.214,-0.767,2.195,0.527,0.0,0.231,0,0.597,0.0,0.175,1,0
111.079,328.708,-133.76,-0.114,3.404,-0.303,3.391,-0.214,-2.325,1.944,0.462,0.0,0.227,0,0.527,0.0,0.231,1,0
111.179,329.052,-133.839,-0.14,3.616,-0.398,3.594,-0.288,-1.2,1.63,0.445,0.0,0.215,0,0.453,0.0,0.222,1,0
111.279,329.41,-133.934,-0.169,3.779,-0.402,3.758,-0.288,-2.708,0.766,0.47,0.0,0.268,0,0.458,0.0,0.273,1,0
111.379,329.776,-134.049,-0.204,3.895,-0.495,3.863,-0.362,-1.512,1.194,0.487,0.0,0.252,0,0.508,0.0,0.261,1,0
111.479,330.15,-134.182,-0.24,4.037,-0.493,4.007,-0.357,-1.315,1.304,0.415,0.0,0.304,0,0.487,0.0,0.252,1,0
111.529,330.339,-134.257,-0.26,4.091,-0.569,4.051,-0.423,-2.114,0.718,0.435,0.0,0.295,0,0.415,0.0,0.304,1,0
111.629,330.718,-134.425,-0.303,4.191,-0.587,4.149,-0.433,-1.524,0.629,0.401,0.0,0.342,0,0.417,0.0,0.284,1,0
111.729,331.096,-134.613,-0.347,4.251,-0.646,4.202,-0.483,-3.355,-0.164,0.392,0.0,0.334,0,0.401,0.0,0.342,1,0
111.779,331.282,-134.716,-0.371,4.274,-0.659,4.222,-0.489,-2.006,0.241,0.417,0.0,0.38,0,0.434,0.0,0.324,1,0
111.879,331.648,-134.94,-0.421,4.311,-0.723,4.25,-0.539,-2.629,-0.043,0.424,0.0,0.358,0,0.39,0.0,0.37,1,0
111.979,332.002,-135.188,-0.476,4.358,-0.728,4.297,-0.538,-1.976,0.169,0.366,0.0,0.398,0,0.388,0.0,0.344,1,0
112.079,332.346,-135.457,-0.53,4.38,-0.771,4.311,-0.575,-2.675,-0.468,0.404,0.0,0.375,0,0.345,0.0,0.387,1,0
112.179,332.672,-135.748,-0.588,4.389,-0.766,4.321,-0.566,-3.789,-0.964,0.377,0.0,0.414,0,0.389,0.0,0.426,1,0
112.229,332.828,-135.902,-0.618,4.378,-0.827,4.3,-0.62,-2.731,-0.457,0.415,0.0,0.4,0,0.377,0.0,0.414,1,0
112.329,333.123,-136.225,-0.679,4.398,-0.82,4.321,-0.608,-3.765,-0.926,0.355,0.0,0.434,0,0.382,0.0,0.448,1,0
112.429,333.395,-136.568,-0.744,4.397,-0.876,4.309,-0.654,-2.373,-0.328,0.371,0.0,0.403,0,0.399,0.0,0.419,1,0
112.479,333.523,-136.747,-0.776,4.406,-0.857,4.322,-0.633,-2.232,-0.231,0.442,0.0,0.454,0,0.371,0.0,0.403,1,0
112.579,333.763,-137.115,-0.839,4.41,-0.886,4.32,-0.66,-2.968,-0.413,0.41,0.0,0.424,0,0.368,0.0,0.44,1,0
112.629,333.872,-137.306,-0.872,4.422,-0.891,4.332,-0.665,-2.453,-0.208,0.364,0.0,0.408,0,0.41,0.0,0.424,1,0
112.729,334.076,-137.699,-0.936,4.455,-0.849,4.373,-0.629,-3.381,-0.536,0.453,0.0,0.42,0,0.717,0.0,0.436,1,0
112.829,334.256,-138.108,-1.001,4.517,-0.875,4.431,-0.652,-2.812,0.472,0.466,0.0,0.404,0,0.453,0.0,0.42,1,0
112.879,334.338,-138.319,-1.033,4.572,-0.854,4.491,-0.634,-2.316,0.391,0.346,0.0,0.404,0,0.349,0.0,0.386,1,0
112.979,334.488,-138.754,-1.095,4.622,-0.842,4.545,-0.63,-2.411,-0.492,0.36,0.0,0.368,0,0.305,0.0,0.387,1,0
113.029,334.553,-138.975,-1.126,4.621,-0.822,4.548,-0.616,-2.029,-0.521,0.372,0.0,0.35,0,0.36,0.0,0.368,1,0
113.129,334.668,-139.421,-1.185,4.612,-0.756,4.549,-0.562,-1.743,-0.296,0.378,0.0,0.317,0,0.384,0.0,0.333,1,0
113.229,334.765,-139.871,-1.238,4.616,-0.688,4.564,-0.511,-1.605,-0.209,0.356,0.0,0.291,0,0.368,0.0,0.302,1,0
