timestamp,x,y,yaw,v_total,v_lat,v_long,w_z,a_lat,a_long,throttle_cmd,brake_cmd,steer_cmd,gear_cmd,throttle_real,brake_real,steer_real,gear_real,is_idle
2506.866,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
2507.866,237.7,-133.24,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
2508.866,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
2509.916,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
2510.066,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0,1
2510.166,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,0.022,0,1.0,0.0,0.045,0,1
2510.266,237.7,-133.24,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,0.014,0,1.0,0.0,0.015,0,1
2510.366,237.7,-133.24,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,0.014,0,1.0,0.0,0.014,0,1
2510.666,237.709,-133.24,-0.0,0.439,-0.003,0.439,0.001,-0.064,8.781,1.0,0.0,0.014,0,1.0,0.0,0.014,0,0
2510.716,237.745,-133.24,-0.0,0.872,-0.006,0.872,-0.004,-0.107,6.66,1.0,0.0,0.014,0,1.0,0.0,0.014,1,0
2510.816,237.872,-133.241,-0.001,1.602,-0.013,1.602,-0.016,-0.06,7.577,1.0,0.0,0.013,0,1.0,0.0,0.013,1,0
2510.866,237.964,-133.242,-0.002,1.981,-0.015,1.98,-0.006,-0.05,6.427,1.0,0.0,0.013,0,1.0,0.0,0.013,1,0
2510.966,238.199,-133.244,-0.003,2.662,-0.018,2.662,-0.005,-0.075,8.451,1.0,0.0,0.012,0,1.0,0.0,0.012,1,0
2511.016,238.344,-133.246,-0.003,3.084,-0.02,3.084,-0.014,-0.081,8.382,1.0,0.0,0.011,0,1.0,0.0,0.012,1,0
2511.116,238.699,-133.249,-0.005,3.892,-0.022,3.892,-0.016,-0.078,7.474,1.0,0.0,0.009,0,1.0,0.0,0.01,1,0
2511.166,238.904,-133.252,-0.006,4.266,-0.023,4.266,-0.017,-0.045,7.314,1.0,0.0,0.008,0,1.0,0.0,0.009,1,0
2511.266,239.371,-133.257,-0.007,4.994,-0.021,4.994,-0.015,-0.063,7.205,1.0,0.0,0.007,0,1.0,0.0,0.008,1,0
2511.316,239.632,-133.26,-0.008,5.354,-0.02,5.354,-0.015,-0.069,6.643,1.0,0.0,0.006,0,1.0,0.0,0.007,1,0
2511.416,240.194,-133.266,-0.01,5.701,-0.016,5.701,-0.014,-0.027,1.525,1.0,0.0,0.004,0,1.0,0.0,0.005,1,0
2511.466,240.48,-133.27,-0.01,5.778,-0.014,5.777,-0.012,-0.005,0.261,1.0,0.0,0.004,0,1.0,0.0,0.004,1,0
2511.566,241.058,-133.277,-0.011,5.786,-0.01,5.786,-0.009,-0.002,7.179,1.0,0.0,0.002,0,1.0,0.0,0.003,0,0
2511.666,241.682,-133.285,-0.012,6.829,-0.007,6.829,-0.006,-0.023,11.518,1.0,0.0,0.002,0,1.0,0.0,0.002,2,0
2511.716,242.042,-133.289,-0.012,7.405,-0.006,7.405,-0.005,-0.023,10.015,1.0,0.0,0.001,0,1.0,0.0,0.002,2,0
2511.816,242.837,-133.3,-0.013,8.354,-0.003,8.354,-0.003,0.006,8.263,1.0,0.0,-0.001,0,1.0,0.0,0.0,2,0
2511.866,243.267,-133.305,-0.013,8.767,-0.002,8.767,-0.002,0.038,5.116,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
2511.966,244.159,-133.316,-0.013,8.85,0.001,8.85,0.001,0.022,3.742,1.0,0.0,-0.001,0,1.0,0.0,-0.001,0,0
2512.016,244.606,-133.322,-0.013,9.037,0.002,9.037,0.002,0.058,9.9,1.0,0.0,-0.001,0,1.0,0.0,-0.001,3,0
2512.116,245.563,-133.333,-0.012,9.949,0.004,9.949,0.004,0.073,7.357,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.166,246.072,-133.339,-0.012,10.317,0.005,10.317,0.005,0.061,6.692,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.266,247.14,-133.351,-0.011,10.964,0.005,10.964,0.007,0.073,5.948,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.316,247.697,-133.357,-0.011,11.261,0.005,11.261,0.007,0.094,5.749,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.416,248.854,-133.369,-0.01,11.83,0.004,11.83,0.008,0.099,5.531,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.516,250.068,-133.38,-0.009,12.38,0.004,12.38,0.008,0.085,5.475,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.566,250.695,-133.386,-0.009,12.652,0.003,12.652,0.008,0.104,1.121,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
2512.616,251.328,-133.391,-0.009,12.708,0.003,12.708,0.009,0.087,-1.519,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
2512.716,252.598,-133.401,-0.008,12.873,0.002,12.873,0.008,0.09,5.866,1.0,0.0,-0.002,0,1.0,0.0,-0.002,4,0
2512.766,253.251,-133.406,-0.007,13.167,0.002,13.167,0.008,0.097,5.417,1.0,0.0,-0.002,0,1.0,0.0,-0.002,4,0
2512.866,254.598,-133.415,-0.007,13.693,0.001,13.693,0.007,0.086,4.888,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2512.966,255.994,-133.424,-0.006,14.174,0.0,14.174,0.007,0.093,4.654,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2513.016,256.709,-133.428,-0.006,14.407,0.0,14.407,0.007,0.08,4.592,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2513.116,258.175,-133.436,-0.005,14.864,-0.0,14.864,0.006,0.085,4.524,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2513.216,259.686,-133.443,-0.004,15.316,-0.001,15.316,0.006,0.074,4.497,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2513.266,260.459,-133.446,-0.004,15.541,-0.001,15.541,0.005,0.075,4.49,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2513.366,262.038,-133.452,-0.004,15.989,-0.002,15.989,0.005,0.073,2.937,0.91,0.0,-0.001,0,1.0,0.0,-0.001,4,0
2513.466,263.65,-133.458,-0.003,16.148,-0.002,16.148,0.004,0.064,-0.256,1.0,0.0,-0.001,0,0.945,0.0,-0.001,0,0
2513.516,264.457,-133.461,-0.003,16.135,-0.002,16.135,0.004,0.06,5.497,1.0,0.0,-0.001,0,1.0,0.0,-0.001,5,0
2513.616,266.1,-133.465,-0.003,16.64,-0.002,16.64,0.003,0.057,4.012,0.417,0.0,-0.0,0,0.505,0.0,-0.001,5,0
2513.716,267.785,-133.47,-0.002,16.98,-0.002,16.98,0.003,0.049,1.661,0.298,0.0,-0.0,0,0.31,0.0,-0.0,5,0
2513.816,269.491,-133.473,-0.002,17.105,-0.002,17.105,0.003,0.047,0.842,0.311,0.0,-0.0,0,0.298,0.0,-0.0,5,0
2513.866,270.346,-133.475,-0.002,17.122,-0.002,17.122,0.002,0.042,0.05,0.323,0.0,-0.0,0,0.323,0.0,-0.0,5,0
2513.966,272.058,-133.478,-0.002,17.118,-0.002,17.118,0.002,0.034,-0.23,0.301,0.0,-0.0,0,0.314,0.0,-0.0,5,0
2514.066,273.768,-133.481,-0.001,17.091,-0.001,17.091,0.002,0.03,-0.403,0.276,0.0,-0.0,0,0.287,0.0,-0.0,5,0
2514.166,275.475,-133.484,-0.001,17.047,-0.001,17.047,0.001,0.028,-0.476,0.269,0.0,-0.0,0,0.276,0.0,-0.0,5,0
2514.216,276.326,-133.485,-0.001,17.02,-0.001,17.02,0.001,0.024,-0.585,0.264,0.0,-0.0,0,0.265,0.0,-0.0,5,0
2514.316,278.025,-133.487,-0.001,16.96,-0.001,16.96,0.001,0.019,-0.635,0.271,0.0,-0.0,0,0.266,0.0,-0.0,5,0
2514.416,279.717,-133.489,-0.001,16.896,-0.001,16.896,0.001,0.016,-0.632,0.283,0.0,-0.0,0,0.276,0.0,-0.0,5,0
2514.466,280.561,-133.489,-0.001,16.864,-0.001,16.864,0.001,0.015,-0.615,0.292,0.0,-0.0,0,0.283,0.0,-0.0,5,0
2514.566,282.244,-133.491,-0.001,16.804,-0.001,16.804,0.001,0.013,-0.557,0.31,0.0,-0.0,0,0.3,0.0,-0.0,5,0
2514.666,283.921,-133.493,-0.001,16.75,-0.0,16.75,0.001,0.01,-0.479,0.329,0.0,-0.0,0,0.319,0.0,-0.0,5,0
2514.716,284.758,-133.493,-0.001,16.726,-0.0,16.726,0.001,0.009,-0.435,0.338,0.0,-0.0,0,0.329,0.0,-0.0,5,0
2514.816,286.429,-133.494,-0.001,16.685,-0.0,16.685,0.0,0.008,-0.343,0.356,0.0,-0.0,0,0.348,0.0,-0.0,5,0
2514.916,288.095,-133.496,-0.001,16.653,-0.0,16.653,0.0,0.007,-0.252,0.373,0.0,-0.0,0,0.365,0.0,-0.0,5,0
