timestamp,x,y,yaw,v_total,v_lat,v_long,w_z,a_lat,a_long,throttle_cmd,brake_cmd,steer_cmd,gear_cmd,throttle_real,brake_real,steer_real,gear_real,is_idle
88.022,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
89.072,237.7,-133.24,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
90.072,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
91.122,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
92.172,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
93.172,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,1
93.472,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0,1
93.572,237.7,-133.24,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,0.014,0,1.0,0.0,0.014,0,1
94.072,237.709,-133.24,-0.0,0.439,-0.003,0.439,0.001,-0.059,8.659,1.0,0.0,0.014,0,1.0,0.0,0.014,1,0
94.122,237.745,-133.24,-0.0,0.872,-0.006,0.872,-0.004,-0.107,6.66,1.0,0.0,0.014,0,1.0,0.0,0.014,1,0
94.222,237.872,-133.241,-0.001,1.602,-0.013,1.602,-0.016,-0.06,7.577,1.0,0.0,0.013,0,1.0,0.0,0.013,1,0
94.322,238.073,-133.243,-0.002,2.302,-0.016,2.302,-0.02,-0.05,6.427,1.0,0.0,0.013,0,1.0,0.0,0.013,1,0
94.372,238.199,-133.244,-0.003,2.662,-0.018,2.662,-0.005,-0.075,8.451,1.0,0.0,0.012,0,1.0,0.0,0.012,1,0
94.472,238.511,-133.247,-0.004,3.503,-0.022,3.503,-0.015,-0.081,8.382,1.0,0.0,0.01,0,1.0,0.0,0.012,1,0
94.522,238.699,-133.249,-0.005,3.892,-0.022,3.892,-0.016,-0.078,7.474,1.0,0.0,0.009,0,1.0,0.0,0.01,1,0
94.622,239.129,-133.254,-0.007,4.632,-0.021,4.632,-0.016,-0.061,7.234,1.0,0.0,0.008,0,1.0,0.0,0.008,1,0
94.672,239.371,-133.257,-0.007,4.994,-0.021,4.994,-0.015,-0.063,7.205,1.0,0.0,0.007,0,1.0,0.0,0.008,1,0
94.772,239.91,-133.263,-0.009,5.686,-0.019,5.686,-0.014,-0.022,0.304,1.0,0.0,0.005,0,1.0,0.0,0.006,1,0
94.872,240.48,-133.27,-0.01,5.778,-0.014,5.777,-0.012,-0.005,0.261,1.0,0.0,0.004,0,1.0,0.0,0.004,1,0
94.922,240.769,-133.273,-0.011,5.791,-0.011,5.791,-0.01,-0.03,-0.091,1.0,0.0,0.003,0,1.0,0.0,0.004,0,0
95.022,241.353,-133.281,-0.012,6.145,-0.008,6.145,-0.007,-0.023,13.681,1.0,0.0,0.002,0,1.0,0.0,0.002,2,0
95.122,242.042,-133.289,-0.012,7.405,-0.006,7.405,-0.005,-0.023,10.015,1.0,0.0,0.001,0,1.0,0.0,0.002,2,0
95.172,242.428,-133.294,-0.012,7.905,-0.005,7.905,-0.005,0.015,8.974,1.0,0.0,0.0,0,1.0,0.0,0.001,2,0
95.272,243.267,-133.305,-0.013,8.767,-0.002,8.767,-0.002,0.038,5.116,1.0,0.0,-0.001,0,1.0,0.0,-0.001,2,0
95.372,244.159,-133.316,-0.013,8.85,0.001,8.85,0.001,0.022,-3.464,1.0,0.0,-0.001,0,1.0,0.0,-0.001,0,0
95.422,244.606,-133.322,-0.013,9.037,0.002,9.037,0.002,0.058,9.9,1.0,0.0,-0.001,0,1.0,0.0,-0.001,3,0
95.522,245.563,-133.333,-0.012,9.949,0.004,9.949,0.004,0.073,7.357,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
95.572,246.072,-133.339,-0.012,10.317,0.005,10.317,0.005,0.061,6.692,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
95.672,247.14,-133.351,-0.011,10.964,0.005,10.964,0.007,0.073,5.948,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
95.772,248.269,-133.363,-0.011,11.549,0.005,11.549,0.008,0.081,5.618,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
95.822,248.854,-133.369,-0.01,11.83,0.004,11.83,0.008,0.099,5.531,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
95.922,250.068,-133.38,-0.009,12.38,0.004,12.38,0.008,0.101,5.439,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
96.022,251.328,-133.391,-0.009,12.708,0.003,12.708,0.009,0.104,1.121,1.0,0.0,-0.002,0,1.0,0.0,-0.002,3,0
96.072,251.961,-133.397,-0.008,12.632,0.002,12.632,0.008,0.103,4.823,1.0,0.0,-0.002,0,1.0,0.0,-0.002,0,0
96.172,253.251,-133.406,-0.007,13.167,0.002,13.167,0.008,0.097,5.417,1.0,0.0,-0.002,0,1.0,0.0,-0.002,4,0
96.222,253.918,-133.411,-0.007,13.438,0.001,13.438,0.007,0.1,5.099,1.0,0.0,-0.001,0,1.0,0.0,-0.002,4,0
96.322,255.29,-133.42,-0.006,13.937,0.001,13.937,0.007,0.091,4.747,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.422,256.709,-133.428,-0.006,14.407,0.0,14.407,0.007,0.093,4.654,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.472,257.437,-133.432,-0.005,14.637,-0.0,14.637,0.006,0.084,4.551,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.572,258.925,-133.439,-0.005,15.09,-0.001,15.09,0.006,0.085,4.507,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.622,259.686,-133.443,-0.004,15.316,-0.001,15.316,0.006,0.074,4.497,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.722,261.243,-133.449,-0.004,15.765,-0.001,15.765,0.005,0.075,4.487,1.0,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.822,262.843,-133.455,-0.003,16.136,-0.002,16.136,0.005,0.073,2.937,0.91,0.0,-0.001,0,1.0,0.0,-0.001,4,0
96.872,263.65,-133.458,-0.003,16.148,-0.002,16.148,0.004,0.064,-0.256,1.0,0.0,-0.001,0,0.945,0.0,-0.001,0,0
96.972,265.272,-133.463,-0.003,16.41,-0.002,16.41,0.004,0.059,4.599,0.505,0.0,-0.001,0,1.0,0.0,-0.001,5,0
97.022,266.1,-133.465,-0.003,16.64,-0.002,16.64,0.003,0.057,4.012,0.417,0.0,-0.0,0,0.505,0.0,-0.001,5,0
97.122,267.785,-133.47,-0.002,16.98,-0.002,16.98,0.003,0.049,1.661,0.298,0.0,-0.0,0,0.31,0.0,-0.0,5,0
97.222,269.491,-133.473,-0.002,17.105,-0.002,17.105,0.003,0.044,0.338,0.323,0.0,-0.0,0,0.311,0.0,-0.0,5,0
97.272,270.346,-133.475,-0.002,17.122,-0.002,17.122,0.002,0.042,0.05,0.323,0.0,-0.0,0,0.323,0.0,-0.0,5,0
97.372,272.058,-133.478,-0.002,17.118,-0.002,17.118,0.002,0.034,-0.23,0.301,0.0,-0.0,0,0.314,0.0,-0.0,5,0
97.472,273.768,-133.481,-0.001,17.091,-0.001,17.091,0.002,0.03,-0.403,0.276,0.0,-0.0,0,0.287,0.0,-0.0,5,0
97.572,275.475,-133.484,-0.001,17.047,-0.001,17.047,0.001,0.026,-0.538,0.265,0.0,-0.0,0,0.269,0.0,-0.0,5,0
97.622,276.326,-133.485,-0.001,17.02,-0.001,17.02,0.001,0.024,-0.585,0.264,0.0,-0.0,0,0.265,0.0,-0.0,5,0
97.722,278.025,-133.487,-0.001,16.96,-0.001,16.96,0.001,0.019,-0.635,0.271,0.0,-0.0,0,0.266,0.0,-0.0,5,0
